cusip,date,price
91282CNG2,2025-10-24,101.7266
91282CNG2,2025-10-27,101.7461
91282CNG2,2025-10-28,101.7305
91282CNG2,2025-10-29,101.2969
91282CNG2,2025-10-30,101.2578
91282CNG2,2025-10-31,101.3906
91282CNG2,2025-11-03,101.2422
91282CNG2,2025-11-04,101.3516
91282CNG2,2025-11-05,101.0664
91282CNG2,2025-11-06,101.4219
91282CNG2,2025-11-07,101.4141
91282CNG2,2025-11-10,101.2852
91282CNG2,2025-11-11,101.2852
91282CNG2,2025-11-12,101.4531
91282CNG2,2025-11-13,101.3047
91282CNG2,2025-11-14,101.207
91282CNG2,2025-11-17,101.21485
91282CNG2,2025-11-18,101.40625
91282CNG2,2025-11-19,101.3047
91282CNG2,2025-11-20,101.5625
91282CNG2,2025-11-21,101.6641
91282CNG2,2025-11-24,101.7852
91282CNG2,2025-11-25,101.90235
91282CNG2,2025-11-26,101.8672
91282CNG2,2025-11-27,101.8672
91282CNG2,2025-11-28,101.75
91282CNG2,2025-12-01,101.4844
91282CPK1,2025-11-10,99.74219
91282CPK1,2025-11-11,99.74219
91282CPK1,2025-11-12,99.82422
91282CPK1,2025-11-13,99.73828499999999
91282CPK1,2025-11-14,99.683595
91282CPK1,2025-11-17,99.683595
91282CPK1,2025-11-18,99.808595
91282CPK1,2025-11-19,99.753905
91282CPK1,2025-11-20,99.92578499999999
91282CPK1,2025-11-21,99.996095
91282CPK1,2025-11-24,100.0508
91282CPK1,2025-11-25,100.1289
91282CPK1,2025-11-26,100.08985
91282CPK1,2025-11-27,100.08985
91282CPK1,2025-11-28,100.0352
91282CPK1,2025-12-01,99.878905
912810UE6,2025-09-02,92.757815
912810UE6,2025-09-03,93.718755
912810UE6,2025-09-04,94.39844
912810UE6,2025-09-05,95.82813
912810UE6,2025-09-08,96.86719
912810UE6,2025-09-09,96.27344
912810UE6,2025-09-10,96.80469
912810UE6,2025-09-11,97.46094
912810UE6,2025-09-12,97.01563
912810UE6,2025-09-15,97.359375
912810UE6,2025-09-16,97.531255
912810UE6,2025-09-17,96.86719
912810UE6,2025-09-18,96.351565
912810UE6,2025-09-19,96.05469
912810UE6,2025-09-22,95.77344
912810UE6,2025-09-23,96.445315
912810UE6,2025-09-24,95.968755
912810UE6,2025-09-25,95.99219
912810UE6,2025-09-26,95.976565
912810UE6,2025-09-29,96.664065
912810UE6,2025-09-30,96.226565
912810UE6,2025-10-01,96.570315
912810UE6,2025-10-02,96.875005
912810UE6,2025-10-03,96.515625
912810UE6,2025-10-06,95.953125
912810UE6,2025-10-07,96.33594
912810UE6,2025-10-08,96.570315
912810UE6,2025-10-09,96.382815
912810UE6,2025-10-10,97.99219
912810UE6,2025-10-13,97.99219
912810UE6,2025-10-14,97.796875
912810UE6,2025-10-15,97.89844
912810UE6,2025-10-16,98.546875
912810UE6,2025-10-17,98.203125
912810UE6,2025-10-20,98.781255
912810UE6,2025-10-21,99.187505
912810UE6,2025-10-22,99.375005
912810UE6,2025-10-23,98.61719
912810UE6,2025-10-24,98.414065
912810UE6,2025-10-27,99.046875
912810UE6,2025-10-28,99.250005
912810UE6,2025-10-29,97.890625
912810UE6,2025-10-30,97.421875
912810UE6,2025-10-31,97.453125
912810UE6,2025-11-03,96.851565
912810UE6,2025-11-04,97.234375
912810UE6,2025-11-05,96.125005
912810UE6,2025-11-06,97.000005
912810UE6,2025-11-07,96.71094
912810UE6,2025-11-10,96.61719
912810UE6,2025-11-11,96.61719
912810UE6,2025-11-12,97.250005
912810UE6,2025-11-13,96.515625
912810UE6,2025-11-14,95.945315
912810UE6,2025-11-17,96.132815
912810UE6,2025-11-18,96.171875
912810UE6,2025-11-19,95.812505
912810UE6,2025-11-20,96.33594
912810UE6,2025-11-21,96.500005
912810UE6,2025-11-24,97.140625
912810UE6,2025-11-25,97.468755
912810UE6,2025-11-26,97.593755
912810UE6,2025-11-27,97.593755
912810UE6,2025-11-28,97.24219
912810UE6,2025-12-01,96.109375
91282CPM7,2025-11-26,99.96094
91282CPM7,2025-11-27,99.96094
91282CPM7,2025-11-28,99.789065
91282CPM7,2025-12-01,99.351565
91282CDQ1,2025-09-02,96.753905
91282CDQ1,2025-09-03,96.78515999999999
91282CDQ1,2025-09-04,96.82422
91282CDQ1,2025-09-05,96.953125
91282CDQ1,2025-09-08,96.99023500000001
91282CDQ1,2025-09-09,96.91601499999999
91282CDQ1,2025-09-10,96.94726499999999
91282CDQ1,2025-09-11,96.96875
91282CDQ1,2025-09-12,96.970705
91282CDQ1,2025-09-15,96.996095
91282CDQ1,2025-09-16,97.03515999999999
91282CDQ1,2025-09-17,97.01563
91282CDQ1,2025-09-18,97.01758
91282CDQ1,2025-09-19,97.029295
91282CDQ1,2025-09-22,97.007815
91282CDQ1,2025-09-23,97.031255
91282CDQ1,2025-09-24,97.00195500000001
91282CDQ1,2025-09-25,96.95703
91282CDQ1,2025-09-26,96.99805
91282CDQ1,2025-09-29,97.0293
91282CDQ1,2025-09-30,97.039065
91282CDQ1,2025-10-01,97.13866999999999
91282CDQ1,2025-10-02,97.13866999999999
91282CDQ1,2025-10-03,97.13086
91282CDQ1,2025-10-06,97.121095
91282CDQ1,2025-10-07,97.14453
91282CDQ1,2025-10-08,97.132815
91282CDQ1,2025-10-09,97.132815
91282CDQ1,2025-10-10,97.251955
91282CDQ1,2025-10-13,97.251955
91282CDQ1,2025-10-14,97.273435
91282CDQ1,2025-10-15,97.25195500000001
91282CDQ1,2025-10-16,97.33594
91282CDQ1,2025-10-17,97.316405
91282CDQ1,2025-10-20,97.328125
91282CDQ1,2025-10-21,97.33398500000001
91282CDQ1,2025-10-22,97.34765999999999
91282CDQ1,2025-10-23,97.3125
91282CDQ1,2025-10-24,97.33594
91282CDQ1,2025-10-27,97.332035
91282CDQ1,2025-10-28,97.335935
91282CDQ1,2025-10-29,97.22461
91282CDQ1,2025-10-30,97.22265999999999
91282CDQ1,2025-10-31,97.265625
91282CDQ1,2025-11-03,97.24805
91282CDQ1,2025-11-04,97.28320500000001
91282CDQ1,2025-11-05,97.25195500000001
91282CDQ1,2025-11-06,97.324215
91282CDQ1,2025-11-07,97.347655
91282CDQ1,2025-11-10,97.33789
91282CDQ1,2025-11-11,97.33789
91282CDQ1,2025-11-12,97.35741999999999
91282CDQ1,2025-11-13,97.335935
91282CDQ1,2025-11-14,97.335935
91282CDQ1,2025-11-17,97.343755
91282CDQ1,2025-11-18,97.382815
91282CDQ1,2025-11-19,97.36914
91282CDQ1,2025-11-20,97.414065
91282CDQ1,2025-11-21,97.460935
91282CDQ1,2025-11-24,97.47461
91282CDQ1,2025-11-25,97.48828
91282CDQ1,2025-11-26,97.488285
91282CDQ1,2025-11-27,97.488285
91282CDQ1,2025-11-28,97.503905
91282CDQ1,2025-12-01,97.496095
912810SP4,2025-09-02,47.945315
912810SP4,2025-09-03,48.55469
912810SP4,2025-09-04,49.01563
912810SP4,2025-09-05,49.92188
912810SP4,2025-09-08,50.539065
912810SP4,2025-09-09,50.1875
912810SP4,2025-09-10,50.51563
912810SP4,2025-09-11,50.9375
912810SP4,2025-09-12,50.67969
912810SP4,2025-09-15,50.90625
912810SP4,2025-09-16,51.000005
912810SP4,2025-09-17,50.578125
912810SP4,2025-09-18,50.250005
912810SP4,2025-09-19,50.08594
912810SP4,2025-09-22,49.914065
912810SP4,2025-09-23,50.351565
912810SP4,2025-09-24,50.04688
912810SP4,2025-09-25,50.07813
912810SP4,2025-09-26,50.070315
912810SP4,2025-09-29,50.52344
912810SP4,2025-09-30,50.23438
912810SP4,2025-10-01,50.445315
912810SP4,2025-10-02,50.656255
912810SP4,2025-10-03,50.445315
912810SP4,2025-10-06,50.10938
912810SP4,2025-10-07,50.33594
912810SP4,2025-10-08,50.507815
912810SP4,2025-10-09,50.39844
912810SP4,2025-10-10,51.421875
912810SP4,2025-10-13,51.421875
912810SP4,2025-10-14,51.29688
912810SP4,2025-10-15,51.35938
912810SP4,2025-10-16,51.73438
912810SP4,2025-10-17,51.531255
912810SP4,2025-10-20,51.890625
912810SP4,2025-10-21,52.15625
912810SP4,2025-10-22,52.27344
912810SP4,2025-10-23,51.812505
912810SP4,2025-10-24,51.671875
912810SP4,2025-10-27,52.09375
912810SP4,2025-10-28,52.21094
912810SP4,2025-10-29,51.375005
912810SP4,2025-10-30,51.09375
912810SP4,2025-10-31,51.10938
912810SP4,2025-11-03,50.73438
912810SP4,2025-11-04,50.96875
912810SP4,2025-11-05,50.28125
912810SP4,2025-11-06,50.82813
912810SP4,2025-11-07,50.625
912810SP4,2025-11-10,50.58594
912810SP4,2025-11-11,50.58594
912810SP4,2025-11-12,50.96875
912810SP4,2025-11-13,50.49219
912810SP4,2025-11-14,50.132815
912810SP4,2025-11-17,50.24219
912810SP4,2025-11-18,50.27344
912810SP4,2025-11-19,50.03125
912810SP4,2025-11-20,50.36719
912810SP4,2025-11-21,50.476565
912810SP4,2025-11-24,50.89063
912810SP4,2025-11-25,51.07813
912810SP4,2025-11-26,51.14844
912810SP4,2025-11-27,51.14844
912810SP4,2025-11-28,50.968755
912810SP4,2025-12-01,50.26563
91282CME8,2025-09-02,100.58205
91282CME8,2025-09-03,100.6055
91282CME8,2025-09-04,100.6426
91282CME8,2025-09-05,100.75
91282CME8,2025-09-08,100.7832
91282CME8,2025-09-09,100.6953
91282CME8,2025-09-10,100.7246
91282CME8,2025-09-11,100.73635
91282CME8,2025-09-12,100.7129
91282CME8,2025-09-15,100.73635
91282CME8,2025-09-16,100.7656
91282CME8,2025-09-17,100.73045
91282CME8,2025-09-18,100.7324
91282CME8,2025-09-19,100.7168
91282CME8,2025-09-22,100.6797
91282CME8,2025-09-23,100.6992
91282CME8,2025-09-24,100.66605
91282CME8,2025-09-25,100.6172
91282CME8,2025-09-26,100.625
91282CME8,2025-09-29,100.6543
91282CME8,2025-09-30,100.6543
91282CME8,2025-10-01,100.74025
91282CME8,2025-10-02,100.73635
91282CME8,2025-10-03,100.70705
91282CME8,2025-10-06,100.68945
91282CME8,2025-10-07,100.709
91282CME8,2025-10-08,100.68945
91282CME8,2025-10-09,100.6797
91282CME8,2025-10-10,100.7676
91282CME8,2025-10-13,100.7676
91282CME8,2025-10-14,100.791
91282CME8,2025-10-15,100.7656
91282CME8,2025-10-16,100.834
91282CME8,2025-10-17,100.7969
91282CME8,2025-10-20,100.79495
91282CME8,2025-10-21,100.79105
91282CME8,2025-10-22,100.8008
91282CME8,2025-10-23,100.75195
91282CME8,2025-10-24,100.7539
91282CME8,2025-10-27,100.7461
91282CME8,2025-10-28,100.74025
91282CME8,2025-10-29,100.61915
91282CME8,2025-10-30,100.61135
91282CME8,2025-10-31,100.6367
91282CME8,2025-11-03,100.6055
91282CME8,2025-11-04,100.63865
91282CME8,2025-11-05,100.5918
91282CME8,2025-11-06,100.6621
91282CME8,2025-11-07,100.66015
91282CME8,2025-11-10,100.6367
91282CME8,2025-11-11,100.6367
91282CME8,2025-11-12,100.6504
91282CME8,2025-11-13,100.61915
91282CME8,2025-11-14,100.5996
91282CME8,2025-11-17,100.5918
91282CME8,2025-11-18,100.6289
91282CME8,2025-11-19,100.6133
91282CME8,2025-11-20,100.6582
91282CME8,2025-11-21,100.666
91282CME8,2025-11-24,100.66995
91282CME8,2025-11-25,100.68165
91282CME8,2025-11-26,100.66995
91282CME8,2025-11-27,100.66995
91282CME8,2025-11-28,100.65235
91282CME8,2025-12-01,100.6406
91282CKS9,2025-09-02,100.66015
91282CKS9,2025-09-03,100.66795
91282CKS9,2025-09-04,100.6875
91282CKS9,2025-09-05,100.75195
91282CKS9,2025-09-08,100.75195
91282CKS9,2025-09-09,100.7285
91282CKS9,2025-09-10,100.7402
91282CKS9,2025-09-11,100.76175
91282CKS9,2025-09-12,100.7285
91282CKS9,2025-09-15,100.72265
91282CKS9,2025-09-16,100.7363
91282CKS9,2025-09-17,100.73825
91282CKS9,2025-09-18,100.7363
91282CKS9,2025-09-19,100.72655
91282CKS9,2025-09-22,100.71875
91282CKS9,2025-09-23,100.71875
91282CKS9,2025-09-24,100.7051
91282CKS9,2025-09-25,100.6797
91282CKS9,2025-09-26,100.6777
91282CKS9,2025-09-29,100.68945
91282CKS9,2025-09-30,100.6758
91282CKS9,2025-10-01,100.70315
91282CKS9,2025-10-02,100.7051
91282CKS9,2025-10-03,100.6875
91282CKS9,2025-10-06,100.6797
91282CKS9,2025-10-07,100.68555
91282CKS9,2025-10-08,100.67575
91282CKS9,2025-10-09,100.68165
91282CKS9,2025-10-10,100.68555
91282CKS9,2025-10-13,100.68555
91282CKS9,2025-10-14,100.68555
91282CKS9,2025-10-15,100.67575
91282CKS9,2025-10-16,100.6934
91282CKS9,2025-10-17,100.6836
91282CKS9,2025-10-20,100.6797
91282CKS9,2025-10-21,100.67385
91282CKS9,2025-10-22,100.6621
91282CKS9,2025-10-23,100.66405
91282CKS9,2025-10-24,100.66405
91282CKS9,2025-10-27,100.6543
91282CKS9,2025-10-28,100.6543
91282CKS9,2025-10-29,100.6113
91282CKS9,2025-10-30,100.6035
91282CKS9,2025-10-31,100.60935
91282CKS9,2025-11-03,100.6035
91282CKS9,2025-11-04,100.6172
91282CKS9,2025-11-05,100.60545
91282CKS9,2025-11-06,100.6211
91282CKS9,2025-11-07,100.6133
91282CKS9,2025-11-10,100.60155
91282CKS9,2025-11-11,100.60155
91282CKS9,2025-11-12,100.5957
91282CKS9,2025-11-13,100.58205
91282CKS9,2025-11-14,100.57225
91282CKS9,2025-11-17,100.54885
91282CKS9,2025-11-18,100.55665
91282CKS9,2025-11-19,100.5508
91282CKS9,2025-11-20,100.55665
91282CKS9,2025-11-21,100.5586
91282CKS9,2025-11-24,100.54885
91282CKS9,2025-11-25,100.55275
91282CKS9,2025-11-26,100.54685
91282CKS9,2025-11-27,100.54685
91282CKS9,2025-11-28,100.5371
91282CKS9,2025-12-01,100.53515
91282CFF3,2025-09-02,92.640625
91282CFF3,2025-09-03,92.875005
91282CFF3,2025-09-04,93.203125
91282CFF3,2025-09-05,93.65625
91282CFF3,2025-09-08,93.796875
91282CFF3,2025-09-09,93.531255
91282CFF3,2025-09-10,93.703125
91282CFF3,2025-09-11,93.796875
91282CFF3,2025-09-12,93.52344
91282CFF3,2025-09-15,93.695315
91282CFF3,2025-09-16,93.796875
91282CFF3,2025-09-17,93.39844
91282CFF3,2025-09-18,93.33594
91282CFF3,2025-09-19,93.218755
91282CFF3,2025-09-22,93.093755
91282CFF3,2025-09-23,93.312505
91282CFF3,2025-09-24,93.031255
91282CFF3,2025-09-25,92.851565
91282CFF3,2025-09-26,92.796875
91282CFF3,2025-09-29,93.015625
91282CFF3,2025-09-30,92.968755
91282CFF3,2025-10-01,93.312505
91282CFF3,2025-10-02,93.375005
91282CFF3,2025-10-03,93.125005
91282CFF3,2025-10-06,92.984375
91282CFF3,2025-10-07,93.171875
91282CFF3,2025-10-08,93.156255
91282CFF3,2025-10-09,93.046875
91282CFF3,2025-10-10,93.695315
91282CFF3,2025-10-13,93.695315
91282CFF3,2025-10-14,93.757815
91282CFF3,2025-10-15,93.734375
91282CFF3,2025-10-16,94.093755
91282CFF3,2025-10-17,93.859375
91282CFF3,2025-10-20,94.000005
91282CFF3,2025-10-21,94.093755
91282CFF3,2025-10-22,94.156255
91282CFF3,2025-10-23,93.843755
91282CFF3,2025-10-24,93.843755
91282CFF3,2025-10-27,93.921875
91282CFF3,2025-10-28,93.921875
91282CFF3,2025-10-29,93.328125
91282CFF3,2025-10-30,93.24219
91282CFF3,2025-10-31,93.406255
91282CFF3,2025-11-03,93.234375
91282CFF3,2025-11-04,93.390625
91282CFF3,2025-11-05,92.984375
91282CFF3,2025-11-06,93.437505
91282CFF3,2025-11-07,93.421875
91282CFF3,2025-11-10,93.265625
91282CFF3,2025-11-11,93.265625
91282CFF3,2025-11-12,93.546875
91282CFF3,2025-11-13,93.328125
91282CFF3,2025-11-14,93.17969
91282CFF3,2025-11-17,93.234375
91282CFF3,2025-11-18,93.453125
91282CFF3,2025-11-19,93.30469
91282CFF3,2025-11-20,93.64844
91282CFF3,2025-11-21,93.796875
91282CFF3,2025-11-24,94.015625
91282CFF3,2025-11-25,94.171875
91282CFF3,2025-11-26,94.171875
91282CFF3,2025-11-27,94.171875
91282CFF3,2025-11-28,94.007815
91282CFF3,2025-12-01,93.609375
91282CJK8,2025-09-02,100.92385
91282CJK8,2025-09-03,100.94725
91282CJK8,2025-09-04,100.98245
91282CJK8,2025-09-05,101.0762
91282CJK8,2025-09-08,101.0996
91282CJK8,2025-09-09,101.02345
91282CJK8,2025-09-10,101.04295
91282CJK8,2025-09-11,101.05665
91282CJK8,2025-09-12,101.0371
91282CJK8,2025-09-15,101.04885
91282CJK8,2025-09-16,101.0879
91282CJK8,2025-09-17,101.05465
91282CJK8,2025-09-18,101.0723
91282CJK8,2025-09-19,101.04885
91282CJK8,2025-09-22,101.0215
91282CJK8,2025-09-23,101.043
91282CJK8,2025-09-24,101.01565
91282CJK8,2025-09-25,100.9746
91282CJK8,2025-09-26,100.9824
91282CJK8,2025-09-29,100.99415
91282CJK8,2025-09-30,100.99025
91282CJK8,2025-10-01,101.0625
91282CJK8,2025-10-02,101.0547
91282CJK8,2025-10-03,101.0254
91282CJK8,2025-10-06,101.0078
91282CJK8,2025-10-07,101.02345
91282CJK8,2025-10-08,101.0078
91282CJK8,2025-10-09,101.00195
91282CJK8,2025-10-10,101.0547
91282CJK8,2025-10-13,101.0547
91282CJK8,2025-10-14,101.0703
91282CJK8,2025-10-15,101.04685
91282CJK8,2025-10-16,101.10935
91282CJK8,2025-10-17,101.06645
91282CJK8,2025-10-20,101.0742
91282CJK8,2025-10-21,101.0801
91282CJK8,2025-10-22,101.0918
91282CJK8,2025-10-23,101.0449
91282CJK8,2025-10-24,101.0488
91282CJK8,2025-10-27,101.0293
91282CJK8,2025-10-28,101.0215
91282CJK8,2025-10-29,100.9297
91282CJK8,2025-10-30,100.91015
91282CJK8,2025-10-31,100.9043
91282CJK8,2025-11-03,100.9082
91282CJK8,2025-11-04,100.9258
91282CJK8,2025-11-05,100.8887
91282CJK8,2025-11-06,100.9414
91282CJK8,2025-11-07,100.9453
91282CJK8,2025-11-10,100.92385
91282CJK8,2025-11-11,100.92385
91282CJK8,2025-11-12,100.93555
91282CJK8,2025-11-13,100.9004
91282CJK8,2025-11-14,100.88475
91282CJK8,2025-11-17,100.8789
91282CJK8,2025-11-18,100.89845
91282CJK8,2025-11-19,100.89845
91282CJK8,2025-11-20,100.93945
91282CJK8,2025-11-21,100.94335
91282CJK8,2025-11-24,100.93945
91282CJK8,2025-11-25,100.94335
91282CJK8,2025-11-26,100.9258
91282CJK8,2025-11-27,100.9258
91282CJK8,2025-11-28,100.91405
91282CJK8,2025-12-01,100.89255
912810UF3,2025-09-02,96.515625
912810UF3,2025-09-03,97.234375
912810UF3,2025-09-04,97.796875
912810UF3,2025-09-05,99.070315
912810UF3,2025-09-08,99.757815
912810UF3,2025-09-09,99.351565
912810UF3,2025-09-10,99.781255
912810UF3,2025-09-11,100.22655
912810UF3,2025-09-12,99.75
912810UF3,2025-09-15,100.09375
912810UF3,2025-09-16,100.20315
912810UF3,2025-09-17,99.60938
912810UF3,2025-09-18,99.164065
912810UF3,2025-09-19,98.937505
912810UF3,2025-09-22,98.695315
912810UF3,2025-09-23,99.265625
912810UF3,2025-09-24,98.86719
912810UF3,2025-09-25,98.80469
912810UF3,2025-09-26,98.734375
912810UF3,2025-09-29,99.265625
912810UF3,2025-09-30,99.039065
912810UF3,2025-10-01,99.42969
912810UF3,2025-10-02,99.67969
912810UF3,2025-10-03,99.36719
912810UF3,2025-10-06,98.921875
912810UF3,2025-10-07,99.265625
912810UF3,2025-10-08,99.46094
912810UF3,2025-10-09,99.265625
912810UF3,2025-10-10,100.59375
912810UF3,2025-10-13,100.59375
912810UF3,2025-10-14,100.4297
912810UF3,2025-10-15,100.4297
912810UF3,2025-10-16,100.95315
912810UF3,2025-10-17,100.64065
912810UF3,2025-10-20,101.1172
912810UF3,2025-10-21,101.40625
912810UF3,2025-10-22,101.57815
912810UF3,2025-10-23,100.96875
912810UF3,2025-10-24,100.8594
912810UF3,2025-10-27,101.3203
912810UF3,2025-10-28,101.45315
912810UF3,2025-10-29,100.33595
912810UF3,2025-10-30,99.96094
912810UF3,2025-10-31,100.0469
912810UF3,2025-11-03,99.562505
912810UF3,2025-11-04,99.882815
912810UF3,2025-11-05,98.92969
912810UF3,2025-11-06,99.750005
912810UF3,2025-11-07,99.539065
912810UF3,2025-11-10,99.375005
912810UF3,2025-11-11,99.375005
912810UF3,2025-11-12,99.953125
912810UF3,2025-11-13,99.36719
912810UF3,2025-11-14,98.906255
912810UF3,2025-11-17,99.046875
912810UF3,2025-11-18,99.187505
912810UF3,2025-11-19,98.86719
912810UF3,2025-11-20,99.351565
912810UF3,2025-11-21,99.52344
912810UF3,2025-11-24,100.0469
912810UF3,2025-11-25,100.40625
912810UF3,2025-11-26,100.44535
912810UF3,2025-11-27,100.44535
912810UF3,2025-11-28,100.14065
912810UF3,2025-12-01,99.140625
912810TL2,2025-09-02,85.257815
912810TL2,2025-09-03,86.14844
912810TL2,2025-09-04,86.789065
912810TL2,2025-09-05,88.15625
912810TL2,2025-09-08,89.08594
912810TL2,2025-09-09,88.546875
912810TL2,2025-09-10,88.984375
912810TL2,2025-09-11,89.593755
912810TL2,2025-09-12,89.17969
912810TL2,2025-09-15,89.515625
912810TL2,2025-09-16,89.67969
912810TL2,2025-09-17,89.03125
912810TL2,2025-09-18,88.539065
912810TL2,2025-09-19,88.27344
912810TL2,2025-09-22,88.039065
912810TL2,2025-09-23,88.625005
912810TL2,2025-09-24,88.171875
912810TL2,2025-09-25,88.21094
912810TL2,2025-09-26,88.17969
912810TL2,2025-09-29,88.828125
912810TL2,2025-09-30,88.414065
912810TL2,2025-10-01,88.726565
912810TL2,2025-10-02,89.01563
912810TL2,2025-10-03,88.718755
912810TL2,2025-10-06,88.203125
912810TL2,2025-10-07,88.55469
912810TL2,2025-10-08,88.76563
912810TL2,2025-10-09,88.601565
912810TL2,2025-10-10,90.093755
912810TL2,2025-10-13,90.093755
912810TL2,2025-10-14,89.92969
912810TL2,2025-10-15,90.007815
912810TL2,2025-10-16,90.578125
912810TL2,2025-10-17,90.250005
912810TL2,2025-10-20,90.781255
912810TL2,2025-10-21,91.164065
912810TL2,2025-10-22,91.320315
912810TL2,2025-10-23,90.640625
912810TL2,2025-10-24,90.4375
912810TL2,2025-10-27,90.984375
912810TL2,2025-10-28,91.17969
912810TL2,2025-10-29,89.945315
912810TL2,2025-10-30,89.531255
912810TL2,2025-10-31,89.55469
912810TL2,2025-11-03,89.000005
912810TL2,2025-11-04,89.36719
912810TL2,2025-11-05,88.36719
912810TL2,2025-11-06,89.164065
912810TL2,2025-11-07,88.882815
912810TL2,2025-11-10,88.812505
912810TL2,2025-11-11,88.812505
912810TL2,2025-11-12,89.382815
912810TL2,2025-11-13,88.718755
912810TL2,2025-11-14,88.195315
912810TL2,2025-11-17,88.359375
912810TL2,2025-11-18,88.39844
912810TL2,2025-11-19,88.078125
912810TL2,2025-11-20,88.58594
912810TL2,2025-11-21,88.703125
912810TL2,2025-11-24,89.312505
912810TL2,2025-11-25,89.593755
912810TL2,2025-11-26,89.71875
912810TL2,2025-11-27,89.71875
912810TL2,2025-11-28,89.3125
912810TL2,2025-12-01,88.359375
91282CCW9,2025-09-02,96.98633
91282CCW9,2025-09-03,97.02539
91282CCW9,2025-09-04,97.06054499999999
91282CCW9,2025-09-05,97.179685
91282CCW9,2025-09-08,97.203125
91282CCW9,2025-09-09,97.164065
91282CCW9,2025-09-10,97.18945
91282CCW9,2025-09-11,97.22461000000001
91282CCW9,2025-09-12,97.22656
91282CCW9,2025-09-15,97.232425
91282CCW9,2025-09-16,97.25977
91282CCW9,2025-09-17,97.27539
91282CCW9,2025-09-18,97.26758
91282CCW9,2025-09-19,97.29102
91282CCW9,2025-09-22,97.29491999999999
91282CCW9,2025-09-23,97.296875
91282CCW9,2025-09-24,97.296875
91282CCW9,2025-09-25,97.263675
91282CCW9,2025-09-26,97.302735
91282CCW9,2025-09-29,97.32422
91282CCW9,2025-09-30,97.335935
91282CCW9,2025-10-01,97.39258000000001
91282CCW9,2025-10-02,97.40625
91282CCW9,2025-10-03,97.410155
91282CCW9,2025-10-06,97.40625
91282CCW9,2025-10-07,97.42578
91282CCW9,2025-10-08,97.421875
91282CCW9,2025-10-09,97.433595
91282CCW9,2025-10-10,97.50195500000001
91282CCW9,2025-10-13,97.50195500000001
91282CCW9,2025-10-14,97.525395
91282CCW9,2025-10-15,97.527345
91282CCW9,2025-10-16,97.58008000000001
91282CCW9,2025-10-17,97.58203499999999
91282CCW9,2025-10-20,97.589845
91282CCW9,2025-10-21,97.59570500000001
91282CCW9,2025-10-22,97.59570500000001
91282CCW9,2025-10-23,97.591795
91282CCW9,2025-10-24,97.62305
91282CCW9,2025-10-27,97.62305
91282CCW9,2025-10-28,97.62890999999999
91282CCW9,2025-10-29,97.578125
91282CCW9,2025-10-30,97.570315
91282CCW9,2025-10-31,97.60547
91282CCW9,2025-11-03,97.59961
91282CCW9,2025-11-04,97.63281
91282CCW9,2025-11-05,97.61914
91282CCW9,2025-11-06,97.65625
91282CCW9,2025-11-07,97.67969
91282CCW9,2025-11-10,97.681645
91282CCW9,2025-11-11,97.681645
91282CCW9,2025-11-12,97.683595
91282CCW9,2025-11-13,97.679685
91282CCW9,2025-11-14,97.707035
91282CCW9,2025-11-17,97.71094
91282CCW9,2025-11-18,97.73633000000001
91282CCW9,2025-11-19,97.734375
91282CCW9,2025-11-20,97.759765
91282CCW9,2025-11-21,97.80078
91282CCW9,2025-11-24,97.81055
91282CCW9,2025-11-25,97.81836
91282CCW9,2025-11-26,97.81836
91282CCW9,2025-11-27,97.81836
91282CCW9,2025-11-28,97.847655
91282CCW9,2025-12-01,97.85351499999999
91282CGL9,2025-09-02,99.98631
91282CGL9,2025-09-03,99.98044999999999
91282CGL9,2025-09-04,99.996115
91282CGL9,2025-09-05,100.02342
91282CGL9,2025-09-08,100.02344
91282CGL9,2025-09-09,100.009785
91282CGL9,2025-09-10,100.027345
91282CGL9,2025-09-11,100.0332
91282CGL9,2025-09-12,100.031245
91282CGL9,2025-09-15,100.0332
91282CGL9,2025-09-16,100.031245
91282CGL9,2025-09-17,100.03709
91282CGL9,2025-09-18,100.03515
91282CGL9,2025-09-19,100.03905
91282CGL9,2025-09-22,100.03515
91282CGL9,2025-09-23,100.041
91282CGL9,2025-09-24,100.03515
91282CGL9,2025-09-25,100.02345
91282CGL9,2025-09-26,100.029295
91282CGL9,2025-09-29,100.03515
91282CGL9,2025-09-30,100.041
91282CGL9,2025-10-01,100.05075
91282CGL9,2025-10-02,100.0449
91282CGL9,2025-10-03,100.035145
91282CGL9,2025-10-06,100.03515
91282CGL9,2025-10-07,100.0371
91282CGL9,2025-10-08,100.0293
91282CGL9,2025-10-09,100.03515
91282CGL9,2025-10-10,100.03905
91282CGL9,2025-10-13,100.03905
91282CGL9,2025-10-14,100.0449
91282CGL9,2025-10-15,100.023445
91282CGL9,2025-10-16,100.0293
91282CGL9,2025-10-17,100.029295
91282CGL9,2025-10-20,100.025395
91282CGL9,2025-10-21,100.0293
91282CGL9,2025-10-22,100.03125
91282CGL9,2025-10-23,100.025395
91282CGL9,2025-10-24,100.03905
91282CGL9,2025-10-27,100.04295
91282CGL9,2025-10-28,100.05275
91282CGL9,2025-10-29,100.03125
91282CGL9,2025-10-30,100.035145
91282CGL9,2025-10-31,100.03515
91282CGL9,2025-11-03,100.03125
91282CGL9,2025-11-04,100.0371
91282CGL9,2025-11-05,100.0176
91282CGL9,2025-11-06,100.021495
